Tref,Tana,Pi_Vref,Peq_Vtotal,Pi_Vana
373,348,0.503969,0.477271,0.004203
373,348,1.251944,1.184217,0.003934
373,348,2.001439,1.890999,0.004592
373,373,0.503212,0.477052,0.004448
373,373,1.251994,1.185828,0.004264
373,373,2.001166,1.891996,0.00417
# 373,423,0.502641,0.477529,0.003298
# 373,423,1.251873,1.187942,0.003675
# 373,423,2.000842,1.897238,0.0033
