Tref,Tana,Pi_Vref,Peq_Vtotal,Pi_Vana
303,333,0.50271,0.47897,0.003
303,333,1.0026,0.9545,0.003
303,333,1.502,1.4294,0.003
303,333,2.0016,1.9035,0.003
303,333,2.5004,2.3773,0.003
303,333,0.5023,0.47883,0.003
303,333,1.0028,0.9557,0.003
303,333,1.502,1.4311,0.003
303,333,2.0016,1.9068,0.003
303,333,2.4962,2.3773,0.003
