fila,Tiempo,setpoint Tref,Tref,setpoint Tana,Tana,setpoint_presion,fecha,Pana,Pref
24,0.38333333333333336,293.1499938964844,296.682861328125,293.1499938964844,313.8071594238281,0.0,26/05/2025 16:24:44,0.0,0.08452603965997696
25,0.4,293.1499938964844,296.94635009765625,293.1499938964844,305.37103271484375,0.0,26/05/2025 16:24:45,0.0,0.08451686799526215
26,0.4166666666666667,293.1499938964844,296.8731689453125,293.1499938964844,304.03900146484375,0.0,26/05/2025 16:24:46,0.0,0.08451686799526215
27,0.43333333333333335,293.1499938964844,296.8292541503906,293.1499938964844,309.9379577636719,0.0,26/05/2025 16:24:47,0.0,0.08451519906520844
28,0.45,293.1499938964844,296.7267761230469,293.1499938964844,312.4751281738281,2.0999999046325684,26/05/2025 16:24:48,0.0,0.08452937006950378
29,0.4666666666666667,293.1499938964844,296.76336669921875,293.1499938964844,308.16192626953125,2.0999999046325684,26/05/2025 16:24:49,0.0,0.08452937006950378
30,0.48333333333333334,293.1499938964844,296.7341003417969,293.1499938964844,308.16192626953125,2.0999999046325684,26/05/2025 16:24:50,0.0,0.08452937006950378
31,0.5,293.1499938964844,296.8365783691406,293.1499938964844,302.1995544433594,2.0999999046325684,26/05/2025 16:24:51,0.0,2.2078378200531006
32,0.5166666666666667,293.1499938964844,296.9902648925781,293.1499938964844,307.4007873535156,2.0999999046325684,26/05/2025 16:24:52,0.0,2.137474536895752
33,0.5333333333333333,293.1499938964844,296.94635009765625,293.1499938964844,308.3522033691406,2.0999999046325684,26/05/2025 16:24:53,0.0,2.0896029472351074
34,0.55,293.1499938964844,297.01953125,293.1499938964844,308.8596496582031,2.0999999046325684,26/05/2025 16:24:54,0.0,2.081652879714966
35,0.5666666666666667,293.1499938964844,297.0561218261719,293.1499938964844,308.0350646972656,2.0999999046325684,26/05/2025 16:24:55,0.0,2.0776028633117676
36,0.5833333333333334,293.1499938964844,297.2244567871094,293.1499938964844,307.9716491699219,2.0999999046325684,26/05/2025 16:24:56,0.0,2.0745177268981934
37,0.6,293.1499938964844,297.1439514160156,293.1499938964844,306.259033203125,2.0999999046325684,26/05/2025 16:24:57,0.0,2.07269287109375
38,0.6166666666666667,293.1499938964844,297.356201171875,293.1499938964844,307.4007873535156,2.0999999046325684,26/05/2025 16:24:58,0.0,2.074921131134033
39,0.6333333333333333,293.1499938964844,297.28302001953125,293.1499938964844,307.7813415527344,2.0999999046325684,26/05/2025 16:24:59,0.0,2.105929374694824
40,0.65,293.1499938964844,297.4732971191406,293.1499938964844,312.53857421875,2.0999999046325684,26/05/2025 16:25:00,0.0,2.1084144115448
41,0.6666666666666666,293.1499938964844,297.12200927734375,293.1499938964844,301.56524658203125,2.0999999046325684,26/05/2025 16:25:01,0.0,2.1065828800201416
42,0.6833333333333333,293.1499938964844,297.2976379394531,293.1499938964844,313.61688232421875,2.0999999046325684,26/05/2025 16:25:02,0.0,2.1050777435302734
43,0.7,293.1499938964844,297.6489562988281,293.1499938964844,304.6733093261719,2.0999999046325684,26/05/2025 16:25:03,0.0,2.1039443016052246
44,0.7166666666666667,293.1499938964844,297.4806213378906,293.1499938964844,311.0796813964844,2.0999999046325684,26/05/2025 16:25:04,0.0,2.103079319000244
45,0.7333333333333333,293.1499938964844,297.5245361328125,293.1499938964844,313.61688232421875,2.0999999046325684,26/05/2025 16:25:05,0.0,2.102327823638916
46,0.75,293.1499938964844,297.3196105957031,293.1499938964844,307.9716491699219,2.0999999046325684,26/05/2025 16:25:06,0.0,2.1016628742218018
47,0.7666666666666667,293.1499938964844,297.45135498046875,293.1499938964844,308.8596496582031,2.0999999046325684,26/05/2025 16:25:07,0.0,2.101139545440674
48,0.7833333333333333,293.1499938964844,297.370849609375,293.1499938964844,311.9042663574219,2.0999999046325684,26/05/2025 16:25:08,0.0,2.1007094383239746
49,0.8,293.1499938964844,297.59039306640625,293.1499938964844,313.1728515625,2.0999999046325684,26/05/2025 16:25:09,0.0,2.1003761291503906
50,0.8166666666666667,293.1499938964844,297.8099670410156,293.1499938964844,309.4305114746094,2.0999999046325684,26/05/2025 16:25:10,0.0,2.1008594036102295
51,0.8333333333333334,293.1499938964844,297.41473388671875,293.1499938964844,316.8517761230469,0.0,26/05/2025 16:25:11,0.0,2.10310435295105
52,0.85,293.1499938964844,297.41473388671875,293.1499938964844,310.31854248046875,0.0,26/05/2025 16:25:12,0.0,2.10310435295105
53,0.8666666666666667,293.1499938964844,297.41473388671875,293.1499938964844,308.16192626953125,0.0,26/05/2025 16:25:13,0.0,2.10310435295105
54,0.8833333333333333,293.1499938964844,297.61968994140625,293.1499938964844,303.0875549316406,0.0,26/05/2025 16:25:14,0.0,1.468692660331726
55,0.9,293.1499938964844,297.5757751464844,293.1499938964844,302.8338317871094,0.0,26/05/2025 16:25:15,0.0,1.3423993587493896
56,0.9166666666666666,293.1499938964844,297.5172119140625,293.1499938964844,308.66937255859375,0.0,26/05/2025 16:25:16,0.0,1.2286360263824463
57,0.9333333333333333,293.1499938964844,297.45867919921875,293.1499938964844,304.86358642578125,0.0,26/05/2025 16:25:17,0.0,1.124704360961914
58,0.95,293.1499938964844,297.45867919921875,293.1499938964844,310.63568115234375,0.0,26/05/2025 16:25:18,0.0,1.027171015739441
59,0.9666666666666667,293.1499938964844,297.2464294433594,293.1499938964844,306.8933410644531,0.0,26/05/2025 16:25:20,0.0,0.9421809911727905
60,0.9833333333333333,293.1499938964844,297.3927917480469,293.1499938964844,307.84478759765625,0.0,26/05/2025 16:25:21,0.0,0.8616443872451782
61,1.0,293.1499938964844,297.61968994140625,293.1499938964844,313.9974365234375,0.0,26/05/2025 16:25:22,0.0,0.7893577218055725
62,1.0166666666666666,293.1499938964844,297.4952697753906,293.1499938964844,308.923095703125,0.0,26/05/2025 16:25:23,0.0,0.7228460311889648
