Tref,Tana,Pi_Vref,Peq_Vtotal,Pi_Vana
298,298,0.47188,0.4156,6.5E-6
298,298,0.9592,0.85583,6.5E-6
298,298,1.46695,1.31378,6.5E-6
298,298,1.955527,1.75419,6.5E-6
298,298,2.45821,2.20732,6.5E-6
