Tref,Tana,Pi_Vref,Peq_Vtotal,Pi_Vana
298,298,0.4774,0.41764,6.5E-6
298,298,0.96449,0.85458,6.5E-6
298,298,1.47159,1.3088,6.5E-6
298,298,1.96006,1.74642,6.5E-6
298,298,2.46263,2.19629,6.5E-6
