Tref,Tana,Pi_Vref,Peq_Vtotal,Pi_Vana
298,299,0.50191,0.47861,0.00348
298,299,1.00889,0.96043,0.00349
298,299,1.50691,1.43351,0.00346
298,299,1.97096,1.87426,0.00346
298,299,2.44544,2.32480,0.00340
298,310,0.50335,0.47990,0.00342
298,308,1.00903,0.96067,0.00347
298,308,1.50693,1.43388,0.00344
298,308,1.96822,1.87221,0.00356
298,308,2.44575,2.32605,0.00346

