Tref,Tana,Pi_Vref,Peq_Vtotal,Pi_Vana
303,303,0.4797,0.42044,0.0045
303,303,1.9732,1.757,0.0045
303,303,3.465,3.0933,0.0045
303,303,4.9646,4.421,0.0045
303,303,6.4556,5.7549,0.0045
303,333,0.4809,0.42343,0.0045
303,333,1.9733,1.76546,0.0045
303,333,3.465,3.1062,0.0045
303,333,4.95516,4.4421,0.0045
