Tref,Tana,Pi_Vref,Peq_Vtotal,Pi_Vana
298,299,0.50034,0.477475,0.00348
298,299,1.00934,0.961198,0.00345
298,299,1.50656,1.433975,0.00343
298,299,1.95833,1.863222,0.00346
298,299,2.44805,2.328550,0.00344
298,311,0.50072,0.477710,0.00348
298,309,1.00920,0.961295,0.00344
298,308,1.50649,1.434280,0.00346
298,308,1.95700,1.862860,0.00350
298,308,2.45000,2.331260,0.00346
