Tref,Tana,Pi_Vref,Peq_Vtotal,Pi_Vana
298,298,0.4673,0.40901,6.5E-6
298,298,0.96448,0.85588,6.5E-6
298,298,1.46719,1.30737,6.5E-6
298,298,1.96677,1.75567,6.5E-6
298,298,2.45752,2.19517,6.5E-6


