_time,_value
2025-07-10T16:01:38Z,17.82013909
2025-07-10T16:01:39Z,17.81995389
2025-07-10T16:01:40Z,17.81982754
2025-07-10T16:01:41Z,17.82014181
2025-07-10T16:01:42Z,17.81955529
2025-07-10T16:01:43Z,17.8200023
2025-07-10T16:01:44Z,17.81924469
2025-07-10T16:01:45Z,17.81963058
2025-07-10T16:01:46Z,17.81886998
2025-07-10T16:01:47Z,17.81878701
2025-07-10T16:01:48Z,17.81831154
2025-07-10T16:01:49Z,17.81885595
2025-07-10T16:01:50Z,17.81818669
2025-07-10T16:01:51Z,17.81858251
2025-07-10T16:01:52Z,17.81801694
2025-07-10T16:01:53Z,17.81858019
2025-07-10T16:01:54Z,17.81885448
2025-07-10T16:01:55Z,17.81909662
2025-07-10T16:01:56Z,17.81899085
2025-07-10T16:01:57Z,17.8191881
2025-07-10T16:01:58Z,17.81909774
2025-07-10T16:01:59Z,17.82007998
2025-07-10T16:02:00Z,17.81987432
2025-07-10T16:02:01Z,17.82054465
2025-07-10T16:02:02Z,17.82016729
2025-07-10T16:02:03Z,17.82023533
2025-07-10T16:02:04Z,17.81984773
2025-07-10T16:02:05Z,17.82014097
2025-07-10T16:02:06Z,17.8202975
2025-07-10T16:02:07Z,17.82032524
2025-07-10T16:02:08Z,17.82092156
2025-07-10T16:02:09Z,17.82027255
2025-07-10T16:02:10Z,17.8204845
2025-07-10T16:02:11Z,17.8203802
2025-07-10T16:02:12Z,17.82133902
2025-07-10T16:02:13Z,17.82129939
2025-07-10T16:02:14Z,17.82151762
2025-07-10T16:02:15Z,17.82181762
2025-07-10T16:02:16Z,17.82193044
2025-07-10T16:02:17Z,17.82231629
2025-07-10T16:02:18Z,17.82295028
2025-07-10T16:02:19Z,17.82310737
2025-07-10T16:02:20Z,17.82280414
2025-07-10T16:02:21Z,17.82285242
2025-07-10T16:02:22Z,17.82257316
2025-07-10T16:02:23Z,17.82305405
2025-07-10T16:02:24Z,17.82255755
2025-07-10T16:02:25Z,17.82251672
2025-07-10T16:02:26Z,17.82197616
2025-07-10T16:02:27Z,17.82235782
2025-07-10T16:02:28Z,17.82202949
2025-07-10T16:02:29Z,17.82270762
2025-07-10T16:02:30Z,17.82250405
2025-07-10T16:02:31Z,17.82292872
2025-07-10T16:02:32Z,17.82253847
2025-07-10T16:02:33Z,17.82298643
2025-07-10T16:02:34Z,17.82245864
2025-07-10T16:02:35Z,17.82318435
2025-07-10T16:02:36Z,17.8229983
2025-07-10T16:02:37Z,17.82360891
2025-07-10T16:02:38Z,17.8237869
2025-07-10T16:02:39Z,17.82417781
2025-07-10T16:02:40Z,17.8243497
2025-07-10T16:02:41Z,17.82445949
2025-07-10T16:02:42Z,17.82475276
2025-07-10T16:02:43Z,17.82420051
2025-07-10T16:02:44Z,17.82377243
2025-07-10T16:02:45Z,17.82304858
2025-07-10T16:02:46Z,17.8232555
2025-07-10T16:02:47Z,17.82320998
2025-07-10T16:02:48Z,17.82318445
2025-07-10T16:02:49Z,17.82323731
2025-07-10T16:02:50Z,17.82267454
2025-07-10T16:02:51Z,17.82348197
2025-07-10T16:02:52Z,17.8231602
2025-07-10T16:02:53Z,17.82303791
2025-07-10T16:02:54Z,17.82281066
2025-07-10T16:02:55Z,17.82286265
2025-07-10T16:02:56Z,17.82332186
2025-07-10T16:02:57Z,17.82324902
2025-07-10T16:02:58Z,17.82294185
2025-07-10T16:02:59Z,17.82266866
2025-07-10T16:03:00Z,17.82334547
2025-07-10T16:03:01Z,17.82289012
2025-07-10T16:03:02Z,17.82346699
2025-07-10T16:03:03Z,17.82335959
2025-07-10T16:03:04Z,17.82340222
2025-07-10T16:03:05Z,17.82341004
2025-07-10T16:03:06Z,17.8226482
2025-07-10T16:03:07Z,17.82257914
2025-07-10T16:03:08Z,17.82229016
2025-07-10T16:03:09Z,17.82271538
2025-07-10T16:03:10Z,17.82215865
2025-07-10T16:03:11Z,17.82187481
2025-07-10T16:03:12Z,17.82138555
2025-07-10T16:03:13Z,17.82203379
2025-07-10T16:03:14Z,17.82185251
2025-07-10T16:03:15Z,17.82186031
2025-07-10T16:03:16Z,17.82155538
2025-07-10T16:03:17Z,17.82186005
2025-07-10T16:03:18Z,17.82223648
2025-07-10T16:03:19Z,17.82248327
2025-07-10T16:03:20Z,17.82278378
2025-07-10T16:03:21Z,17.82253024
2025-07-10T16:03:22Z,17.82315629
2025-07-10T16:03:23Z,17.8232236
2025-07-10T16:03:24Z,17.82343505
2025-07-10T16:03:25Z,17.82259155
2025-07-10T16:03:26Z,17.82270231
2025-07-10T16:03:27Z,17.82258817
2025-07-10T16:03:28Z,17.82234575
2025-07-10T16:03:29Z,17.82238537
2025-07-10T16:03:30Z,17.82181516
2025-07-10T16:03:31Z,17.82145257
2025-07-10T16:03:32Z,17.82125882
2025-07-10T16:03:33Z,17.8212711
2025-07-10T16:03:34Z,17.8213173
2025-07-10T16:03:35Z,17.82113231
2025-07-10T16:03:36Z,17.82104951
2025-07-10T16:03:37Z,17.82114506
2025-07-10T16:03:38Z,17.8209173
2025-07-10T16:03:39Z,17.82149438
2025-07-10T16:03:40Z,17.82290743
2025-07-10T16:03:41Z,17.8225003
2025-07-10T16:03:42Z,17.82300777
2025-07-10T16:03:43Z,17.82285831
2025-07-10T16:03:44Z,17.82288182
2025-07-10T16:03:45Z,17.82344322
2025-07-10T16:03:46Z,17.8232467
2025-07-10T16:03:47Z,17.82290918
2025-07-10T16:03:48Z,17.82225849
2025-07-10T16:03:49Z,17.8222974
2025-07-10T16:03:50Z,17.82246778
2025-07-10T16:03:51Z,17.82241509
2025-07-10T16:03:52Z,17.82225309
2025-07-10T16:03:53Z,17.82240408
2025-07-10T16:03:54Z,17.82244121
2025-07-10T16:03:55Z,17.82236447
2025-07-10T16:03:56Z,17.82243498
2025-07-10T16:03:57Z,17.8218519
2025-07-10T16:03:58Z,17.82160062
2025-07-10T16:03:59Z,17.82180759
2025-07-10T16:04:00Z,17.82204731
2025-07-10T16:04:01Z,17.82170212
2025-07-10T16:04:02Z,17.82222307
2025-07-10T16:04:03Z,17.82189541
2025-07-10T16:04:04Z,17.82259867
2025-07-10T16:04:05Z,17.82203144
2025-07-10T16:04:06Z,17.82178246
2025-07-10T16:04:07Z,17.82161601
2025-07-10T16:04:08Z,17.82217762
2025-07-10T16:04:09Z,17.82217762
2025-07-10T16:04:10Z,17.82217762
2025-07-10T16:04:11Z,17.82217762
2025-07-10T16:04:12Z,17.82217762
2025-07-10T16:04:13Z,17.822719
2025-07-10T16:04:14Z,17.82348679
2025-07-10T16:04:15Z,17.82426242
2025-07-10T16:04:16Z,17.82415269
2025-07-10T16:04:17Z,17.82417164
2025-07-10T16:04:18Z,17.82377603
2025-07-10T16:04:19Z,17.824367
2025-07-10T16:04:20Z,17.82399813
2025-07-10T16:04:21Z,17.82332103
2025-07-10T16:04:22Z,17.82335753
2025-07-10T16:04:23Z,17.82345317
2025-07-10T16:04:24Z,17.82385057
2025-07-10T16:04:25Z,17.82317764
2025-07-10T16:04:26Z,17.82287781
2025-07-10T16:04:27Z,17.8228305
2025-07-10T16:04:28Z,17.82341711
2025-07-10T16:04:29Z,17.82432339
2025-07-10T16:04:30Z,17.82385812
2025-07-10T16:04:31Z,17.82484862
2025-07-10T16:04:32Z,17.82473739
2025-07-10T16:04:33Z,17.82427296
2025-07-10T16:04:34Z,17.82433992
2025-07-10T16:04:35Z,17.82358001
2025-07-10T16:04:36Z,17.82407293
2025-07-10T16:04:37Z,17.82400973
2025-07-10T16:04:38Z,17.82435855
2025-07-10T16:04:39Z,17.82401692
2025-07-10T16:04:40Z,17.82397381
2025-07-10T16:04:41Z,17.82358072
2025-07-10T16:04:42Z,17.82298221
2025-07-10T16:04:43Z,17.8229021
2025-07-10T16:04:44Z,17.82359256
2025-07-10T16:04:45Z,17.82389187
2025-07-10T16:04:46Z,17.82425728
2025-07-10T16:04:47Z,17.82422848
2025-07-10T16:04:48Z,17.82434931
2025-07-10T16:04:49Z,17.82467515
2025-07-10T16:04:50Z,17.82472779
2025-07-10T16:04:51Z,17.82547251
2025-07-10T16:04:52Z,17.82541498
2025-07-10T16:04:53Z,17.82473716
2025-07-10T16:04:54Z,17.82425801
2025-07-10T16:04:55Z,17.82469093
2025-07-10T16:04:56Z,17.82474132
2025-07-10T16:04:57Z,17.82509622
2025-07-10T16:04:58Z,17.82472449
2025-07-10T16:04:59Z,17.82472731
2025-07-10T16:05:00Z,17.82524268
2025-07-10T16:05:01Z,17.82467892
2025-07-10T16:05:02Z,17.82481661
2025-07-10T16:05:03Z,17.82464522
2025-07-10T16:05:04Z,17.82482199
2025-07-10T16:05:05Z,17.82506031
2025-07-10T16:05:06Z,17.82469521
2025-07-10T16:05:07Z,17.82516486
2025-07-10T16:05:08Z,17.82503719
2025-07-10T16:05:09Z,17.82549408
2025-07-10T16:05:10Z,17.82497695
2025-07-10T16:05:11Z,17.82471761
2025-07-10T16:05:12Z,17.82470994
2025-07-10T16:05:13Z,17.82465088
2025-07-10T16:05:14Z,17.82426863
2025-07-10T16:05:15Z,17.82425879
2025-07-10T16:05:16Z,17.82414189
2025-07-10T16:05:17Z,17.8234372
2025-07-10T16:05:18Z,17.82332068
2025-07-10T16:05:19Z,17.82349525
2025-07-10T16:05:20Z,17.8271378
2025-07-10T16:05:21Z,17.82853435
2025-07-10T16:05:22Z,17.82971992
2025-07-10T16:05:23Z,17.83154474
2025-07-10T16:05:24Z,17.83190424
2025-07-10T16:05:25Z,17.83265787
2025-07-10T16:05:26Z,17.83344467
2025-07-10T16:05:27Z,17.83385153
2025-07-10T16:05:28Z,17.83397933
2025-07-10T16:05:29Z,17.402928
2025-07-10T16:05:30Z,16.80422832
2025-07-10T16:05:31Z,16.15576269
2025-07-10T16:05:32Z,14.69399629
2025-07-10T16:05:33Z,13.94834066
2025-07-10T16:05:34Z,13.18772901
2025-07-10T16:05:35Z,11.66584323
2025-07-10T16:05:36Z,10.94090871
2025-07-10T16:05:37Z,10.22993374
2025-07-10T16:05:38Z,8.886227756
2025-07-10T16:05:39Z,8.256259692
2025-07-10T16:05:40Z,7.651526511
2025-07-10T16:05:41Z,6.535030628
2025-07-10T16:05:42Z,6.021125028
2025-07-10T16:05:43Z,5.534924851
2025-07-10T16:05:44Z,4.656230591
2025-07-10T16:05:45Z,4.253056053
2025-07-10T16:05:46Z,3.873795606
2025-07-10T16:05:47Z,3.195088138
2025-07-10T16:05:48Z,2.887356856
2025-07-10T16:05:49Z,2.59985695
2025-07-10T16:05:50Z,2.089137997
2025-07-10T16:05:51Z,1.85958167
2025-07-10T16:05:52Z,1.650049992
2025-07-10T16:05:53Z,1.276446791
2025-07-10T16:05:54Z,1.111819911
2025-07-10T16:05:55Z,0.962037918
2025-07-10T16:05:56Z,0.702141158
2025-07-10T16:05:57Z,0.591108218
2025-07-10T16:05:58Z,0.491906171
2025-07-10T16:05:59Z,0.324544496
2025-07-10T16:06:00Z,0.256246853
2025-07-10T16:06:01Z,0.196094067
2025-07-10T16:06:02Z,0.095816503
2025-07-10T16:06:03Z,0.05547217
2025-07-10T16:06:04Z,0.019791329
2025-07-10T16:06:05Z,-0.039181094
2025-07-10T16:06:06Z,-0.063389319
2025-07-10T16:06:07Z,-0.083880685
2025-07-10T16:06:08Z,-0.118491682
2025-07-10T16:06:09Z,-0.1324801
2025-07-10T16:06:10Z,-0.1451905
2025-07-10T16:06:11Z,-0.164975038
2025-07-10T16:06:12Z,-0.173351553
2025-07-10T16:06:13Z,-0.180595627
2025-07-10T16:06:14Z,-0.191830917
2025-07-10T16:06:15Z,-0.19701916
2025-07-10T16:06:16Z,-0.201223295
2025-07-10T16:06:17Z,-0.20780583
2025-07-10T16:06:18Z,-0.210291243
2025-07-10T16:06:19Z,-0.213172444
2025-07-10T16:06:20Z,-0.217122484
2025-07-10T16:06:21Z,-0.218864244
2025-07-10T16:06:22Z,-0.220543928
2025-07-10T16:06:23Z,-0.223630484
2025-07-10T16:06:24Z,-0.22515845
2025-07-10T16:06:25Z,-0.225601562
2025-07-10T16:06:26Z,-0.22746413
2025-07-10T16:06:27Z,-0.227903579
2025-07-10T16:06:28Z,-0.228536544
2025-07-10T16:06:29Z,-0.228562138
2025-07-10T16:06:30Z,-0.22847689
2025-07-10T16:06:31Z,-0.228635067
2025-07-10T16:06:32Z,-0.228825406
2025-07-10T16:06:33Z,-0.229285683
2025-07-10T16:06:34Z,-0.229171946
2025-07-10T16:06:35Z,-0.229452395
2025-07-10T16:06:36Z,-0.229255578
2025-07-10T16:06:37Z,-0.228844639
2025-07-10T16:06:38Z,-0.228300244
2025-07-10T16:06:39Z,-0.228321251
2025-07-10T16:06:40Z,-0.228666102
2025-07-10T16:06:41Z,-0.22945628
2025-07-10T16:06:42Z,-0.22909247
2025-07-10T16:06:43Z,-0.229230699
2025-07-10T16:06:44Z,-0.22930152
2025-07-10T16:06:45Z,-0.229851581
2025-07-10T16:06:46Z,-0.230055948
2025-07-10T16:06:47Z,-0.230810088
2025-07-10T16:06:48Z,-0.230844767
2025-07-10T16:06:49Z,-0.231616079
2025-07-10T16:06:50Z,-0.232102918
2025-07-10T16:06:51Z,-0.232578526
2025-07-10T16:06:52Z,-0.232446163
2025-07-10T16:06:53Z,-0.23266386
2025-07-10T16:06:54Z,-0.232562218
2025-07-10T16:06:55Z,-0.232103704
2025-07-10T16:06:56Z,-0.2316575
2025-07-10T16:06:57Z,-0.231070085
2025-07-10T16:06:58Z,-0.231647772
2025-07-10T16:06:59Z,-0.231623502
2025-07-10T16:07:00Z,-0.231400799
2025-07-10T16:07:01Z,-0.230611716
2025-07-10T16:07:02Z,-0.231018626
2025-07-10T16:07:03Z,-0.231180742
2025-07-10T16:07:04Z,-0.231167834
2025-07-10T16:07:05Z,-0.232166605
2025-07-10T16:07:06Z,-0.232048355
2025-07-10T16:07:07Z,-0.231753243
2025-07-10T16:07:08Z,-0.23197096
2025-07-10T16:07:09Z,-0.232817368
2025-07-10T16:07:10Z,-0.232576414
2025-07-10T16:07:11Z,-0.23261855
2025-07-10T16:07:12Z,-0.232947024
2025-07-10T16:07:13Z,-0.232947024
2025-07-10T16:07:14Z,-0.232947024
2025-07-10T16:07:15Z,-0.232947024
2025-07-10T16:07:16Z,-0.232947024
2025-07-10T16:07:17Z,-0.232947024
2025-07-10T16:07:18Z,-0.233459785
2025-07-10T16:07:19Z,-0.233518413
2025-07-10T16:07:20Z,-0.234057667
2025-07-10T16:07:21Z,-0.233932289
2025-07-10T16:07:22Z,-0.233390226
2025-07-10T16:07:23Z,-0.232450231
2025-07-10T16:07:24Z,-0.232286014
2025-07-10T16:07:25Z,-0.231994388
2025-07-10T16:07:26Z,-0.232459405
2025-07-10T16:07:27Z,-0.232623919
2025-07-10T16:07:28Z,-0.232462536
2025-07-10T16:07:29Z,-0.232940793
2025-07-10T16:07:30Z,-0.233000708
2025-07-10T16:07:31Z,-0.233264358
2025-07-10T16:07:32Z,-0.233659182
2025-07-10T16:07:33Z,-0.234607936
2025-07-10T16:07:34Z,-0.234363066
2025-07-10T16:07:35Z,-0.234058911
2025-07-10T16:07:36Z,-0.233598159
2025-07-10T16:07:37Z,-0.234352103
2025-07-10T16:07:38Z,-0.23469624
2025-07-10T16:07:39Z,-0.234595303
2025-07-10T16:07:40Z,-0.234502652
2025-07-10T16:07:41Z,-0.234198941
2025-07-10T16:07:42Z,-0.234097538
2025-07-10T16:07:43Z,-0.23404
2025-07-10T16:07:44Z,-0.233419538
2025-07-10T16:07:45Z,-0.233336835
2025-07-10T16:07:46Z,-0.233013399
2025-07-10T16:07:47Z,-0.232618636
2025-07-10T16:07:48Z,-0.233071574
2025-07-10T16:07:49Z,-0.233340707
2025-07-10T16:07:50Z,-0.233243417
2025-07-10T16:07:51Z,-0.233485746
2025-07-10T16:07:52Z,-0.233446345
2025-07-10T16:07:53Z,-0.233454687
2025-07-10T16:07:54Z,-0.23380198
2025-07-10T16:07:55Z,-0.233568914
2025-07-10T16:07:56Z,-0.233188172
2025-07-10T16:07:57Z,-0.23275024
2025-07-10T16:07:58Z,-0.232894243
2025-07-10T16:07:59Z,-0.232512588
2025-07-10T16:08:00Z,-0.233179275
2025-07-10T16:08:01Z,-0.233175928
2025-07-10T16:08:02Z,-0.233600322
2025-07-10T16:08:03Z,-0.233583922
2025-07-10T16:08:04Z,-0.233555627
2025-07-10T16:08:05Z,-0.232701313
2025-07-10T16:08:06Z,-0.233002272
2025-07-10T16:08:07Z,-0.233469389
2025-07-10T16:08:08Z,-0.233372409
2025-07-10T16:08:09Z,-0.232216888
2025-07-10T16:08:10Z,-0.232182556
2025-07-10T16:08:11Z,-0.231286076
2025-07-10T16:08:12Z,-0.232217421
2025-07-10T16:08:13Z,-0.232391906
2025-07-10T16:08:14Z,-0.232861747
2025-07-10T16:08:15Z,-0.232970601
2025-07-10T16:08:16Z,-0.233538899
2025-07-10T16:08:17Z,-0.233136697
2025-07-10T16:08:18Z,-0.234192438
2025-07-10T16:08:19Z,-0.23331255
2025-07-10T16:08:20Z,-0.233650735
2025-07-10T16:08:21Z,-0.233814766
2025-07-10T16:08:22Z,-0.234305018
2025-07-10T16:08:23Z,-0.233550073
2025-07-10T16:08:24Z,-0.233471265
2025-07-10T16:08:25Z,-0.233469769
2025-07-10T16:08:26Z,-0.233467063
2025-07-10T16:08:27Z,-0.234224518
2025-07-10T16:08:28Z,-0.233644924
2025-07-10T16:08:29Z,-0.233941005
2025-07-10T16:08:30Z,-0.233634851
2025-07-10T16:08:31Z,-0.233627799
2025-07-10T16:08:32Z,-0.233873094
2025-07-10T16:08:33Z,-0.233923184
2025-07-10T16:08:34Z,-0.233679284
2025-07-10T16:08:35Z,-0.233836419
2025-07-10T16:08:36Z,-0.234655473
2025-07-10T16:08:37Z,-0.234826229
2025-07-10T16:08:38Z,-0.235452653
2025-07-10T16:08:39Z,-0.234806572
2025-07-10T16:08:40Z,-0.234602053
2025-07-10T16:08:41Z,-0.235334342
2025-07-10T16:08:42Z,-0.235926884
2025-07-10T16:08:43Z,-0.235898144
2025-07-10T16:08:44Z,-0.236474496
2025-07-10T16:08:45Z,-0.236144967
2025-07-10T16:08:46Z,-0.236357533
2025-07-10T16:08:47Z,-0.236121012
2025-07-10T16:08:48Z,-0.236290985
2025-07-10T16:08:49Z,-0.23621284
2025-07-10T16:08:50Z,-0.235362099
2025-07-10T16:08:51Z,-0.235196486
2025-07-10T16:08:52Z,-0.235057424
2025-07-10T16:08:53Z,-0.23551835
2025-07-10T16:08:54Z,-0.235282627
2025-07-10T16:08:55Z,-0.235537233
2025-07-10T16:08:56Z,-0.235121977
2025-07-10T16:08:57Z,-0.234839198
2025-07-10T16:08:58Z,-0.234309448
2025-07-10T16:08:59Z,-0.234748883
2025-07-10T16:09:00Z,-0.23504367
2025-07-10T16:09:01Z,-0.234924014
2025-07-10T16:09:02Z,-0.235162791
2025-07-10T16:09:03Z,-0.234734803
2025-07-10T16:09:04Z,-0.234746592
2025-07-10T16:09:05Z,-0.23429872
2025-07-10T16:09:06Z,-0.234308209
2025-07-10T16:09:07Z,-0.234422426
2025-07-10T16:09:08Z,-0.234103513
2025-07-10T16:09:09Z,-0.233699442
2025-07-10T16:09:10Z,-0.233457841
2025-07-10T16:09:11Z,-0.234172903
2025-07-10T16:09:12Z,-0.233866568
2025-07-10T16:09:13Z,-0.234201285
2025-07-10T16:09:14Z,-0.23498963
2025-07-10T16:09:15Z,-0.235553046
2025-07-10T16:09:16Z,-0.234974883
2025-07-10T16:09:17Z,-0.235155888
2025-07-10T16:09:18Z,-0.235183076
2025-07-10T16:09:19Z,-0.235062468
2025-07-10T16:09:20Z,-0.234485599
2025-07-10T16:09:21Z,-0.23428579
2025-07-10T16:09:22Z,-0.234409855
2025-07-10T16:09:23Z,-0.234570199
2025-07-10T16:09:24Z,-0.235375798
2025-07-10T16:09:25Z,-0.235464083
2025-07-10T16:09:26Z,-0.235210342
2025-07-10T16:09:27Z,-0.23457445
2025-07-10T16:09:28Z,-0.234839964
2025-07-10T16:09:29Z,-0.23504899
2025-07-10T16:09:30Z,-0.235435665
2025-07-10T16:09:31Z,-0.23560076
2025-07-10T16:09:32Z,-0.235215517
2025-07-10T16:09:33Z,-0.23560476
2025-07-10T16:09:34Z,-0.235547574
2025-07-10T16:09:35Z,-0.234995972
2025-07-10T16:09:36Z,-0.234619296
2025-07-10T16:09:37Z,-0.234962798
2025-07-10T16:09:38Z,-0.233874298
2025-07-10T16:09:39Z,-0.23411052
2025-07-10T16:09:40Z,-0.234123081
2025-07-10T16:09:41Z,-0.234627403
2025-07-10T16:09:42Z,-0.234357938
2025-07-10T16:09:43Z,-0.234603205
2025-07-10T16:09:44Z,-0.2353744
2025-07-10T16:09:45Z,-0.235210114
2025-07-10T16:09:46Z,-0.235370671
2025-07-10T16:09:47Z,-0.235525665
2025-07-10T16:09:48Z,-0.235694129
2025-07-10T16:09:49Z,-0.236024325
2025-07-10T16:09:50Z,-0.23585707
2025-07-10T16:09:51Z,-0.236591924
2025-07-10T16:09:52Z,-0.23604363
2025-07-10T16:09:53Z,-0.235954044
2025-07-10T16:09:54Z,-0.23604145
2025-07-10T16:09:55Z,-0.236330699
2025-07-10T16:09:56Z,-0.236491102
2025-07-10T16:09:57Z,-0.237084812
2025-07-10T16:09:58Z,-0.236920993
2025-07-10T16:09:59Z,-0.237063557
2025-07-10T16:10:00Z,-0.237059848
2025-07-10T16:10:01Z,-0.237390107
2025-07-10T16:10:02Z,-0.237775268
2025-07-10T16:10:03Z,-0.238425089
2025-07-10T16:10:04Z,-0.238043519
2025-07-10T16:10:05Z,-0.238764782
2025-07-10T16:10:06Z,-0.238073806
2025-07-10T16:10:07Z,-0.237815461
2025-07-10T16:10:08Z,-0.237136085
2025-07-10T16:10:09Z,-0.237402062
2025-07-10T16:10:10Z,-0.237234166
2025-07-10T16:10:11Z,-0.237464771
2025-07-10T16:10:12Z,-0.237442288
2025-07-10T16:10:13Z,-0.237819263
2025-07-10T16:10:14Z,-0.237067975
2025-07-10T16:10:15Z,-0.161710911
2025-07-10T16:10:16Z,-0.046922576
2025-07-10T16:10:17Z,0.165293118
2025-07-10T16:10:18Z,0.253729084
2025-07-10T16:10:19Z,0.332515052
2025-07-10T16:10:20Z,0.462651566
2025-07-10T16:10:21Z,0.517197923
2025-07-10T16:10:22Z,0.564828118
2025-07-10T16:10:23Z,0.646093585
2025-07-10T16:10:24Z,0.679504833
2025-07-10T16:10:25Z,0.710576525
2025-07-10T16:10:26Z,0.760680425
2025-07-10T16:10:27Z,0.782822352
2025-07-10T16:10:28Z,0.80203143
2025-07-10T16:10:29Z,0.834246291
2025-07-10T16:10:30Z,0.847512781
2025-07-10T16:10:31Z,0.860413119
2025-07-10T16:10:32Z,0.881028176
2025-07-10T16:10:33Z,0.891349211
2025-07-10T16:10:34Z,0.899505777
2025-07-10T16:10:35Z,0.913729593
2025-07-10T16:10:36Z,0.919587609
2025-07-10T16:10:37Z,0.925382284
2025-07-10T16:10:38Z,0.93520723
2025-07-10T16:10:39Z,0.939716578
2025-07-10T16:10:40Z,0.943479718
2025-07-10T16:10:41Z,0.95135201
2025-07-10T16:10:42Z,0.954512439
2025-07-10T16:10:43Z,0.957483155
2025-07-10T16:10:44Z,0.962964849
2025-07-10T16:10:45Z,0.966083332
2025-07-10T16:10:46Z,0.968584816
2025-07-10T16:10:47Z,0.97322426
2025-07-10T16:10:48Z,0.974542905
2025-07-10T16:10:49Z,0.976378838
2025-07-10T16:10:50Z,0.978975683
2025-07-10T16:10:51Z,0.980935041
2025-07-10T16:10:52Z,0.982231496
2025-07-10T16:10:53Z,0.98527734
2025-07-10T16:10:54Z,0.98573549
