Tref,Tana,Pi_Vref,Peq_Vtotal,Pi_Vana
303,303,0.50198,0.47831,0.003
303,303,1.0017,0.9535,0.003
303,303,1.5014,1.4274,0.003
303,303,2.0019,1.9037,0.003
303,303,2.496,2.3731,0.003
303,333,0.50221,0.47881,0.003
303,333,1.0022,0.9551,0.003
303,333,1.5025,1.4313,0.003
303,333,2.0031,1.9068,0.003
303,333,2.5001,2.3811,0.003
