Tref,Tana,Pi_Vref,Peq_Vtotal,Pi_Vana
298,298,0.602086,0.574137,0.003368
298,298,0.900593,0.858559,0.003263
298,298,1.201821,1.14507,0.003332
298,298,1.498104,1.427898,0.003336
298,298,1.798987,1.715241,0.003351
298,298,2.093312,1.995514,0.003335
